Id,Date,Year,Month,Country,Country_code,State_or_UT,State_Code,District,Dist_Code,Place,lat_new,lon_new,Source,Region,cluster_label
IND_204,"Friday, June 11, 2004",2004,6,India,IN,Kerala,KL,Kasaragod,KSG,,12.5,74.99,EMD,South,0
IND_205,"Wednesday, April 14, 2004",2004,4,India,IN,Manipur,MN,Thoubal,THB,,24.64,94.01,EMD,North East,1
IND_206,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Darbhanga,DBG,,26.16,85.91,EMD,East,2
IND_207,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Madhubani,MDB,,26.35,86.03,EMD,East,2
IND_208,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Sitamarhi,SMH,,26.58,85.46,EMD,East,2
IND_209,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Banka,BKA,,24.89,86.91,EMD,East,2
IND_210,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Bhagalpur,BGP,,25.19,86.74,EMD,East,2
IND_211,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Muzaffarpur,MZF,,26.12,85.38,EMD,East,2
IND_212,"Sunday, August 15, 2004",2004,8,India,IN,Bihar,BR,Sheohar,SHR,,26.51,85.29,EMD,East,2
IND_213,"Sunday, August 15, 2004",2004,8,India,IN,Assam,AS,Kamrup,KRP,,26.13,90.72,EMD,North East,1
IND_214,"Sunday, August 15, 2004",2004,8,India,IN,Assam,AS,Nalbari,NLB,,26.45,91.44,EMD,North East,1
IND_215,"Sunday, August 15, 2004",2004,8,India,IN,Assam,AS,Darrang,DRN,,26.44,92.05,EMD,North East,1
IND_216,"Sunday, August 15, 2004",2004,8,India,IN,Assam,AS,Sonitpur,SNP,,26.67,92.86,EMD,North East,1
IND_217,"Sunday, August 15, 2004",2004,8,India,IN,Assam,AS,Dhemaji,DMJ,,26.67,92.86,EMD,North East,1
IND_218,"Sunday, August 15, 2004",2004,8,India,IN,Assam,AS,Lakhimpur,LKM,,26.84,91.9,EMD,North East,1
IND_219,"Sunday, August 15, 2004",2004,8,India,IN,Tripura,TR,South Tripura,STR,,23.19,91.38,EMD,North East,1
IND_220,"Sunday, August 15, 2004",2004,8,India,IN,Tripura,TR,West Tripura,WTP,,23.92,91.25,EMD,North East,1
IND_221,"Thursday, July 28, 2005",2005,7,India,IN,Arunachal Pradesh,AR,Dibang Valley,DVL,Anini village,28.85,95.27,EMD,North East,1
IND_222,"Wednesday, June 29, 2005",2005,6,India,IN,Himachal Pradesh,HP,Kinnaur,KNR,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages",31.63,78.12,EMD,North,2
IND_223,"Thursday, July 28, 2005",2005,7,India,IN,Arunachal Pradesh,AP,East Kameng,EKG,Seppa village,27.56,92.56,EMD,North East,1
IND_224,"Thursday, July 28, 2005",2005,7,India,IN,Arunachal Pradesh,AR,Upper Siang,UPS,Yingkiong village,28.62,95.01,EMD,North East,1
IND_225,"Sunday, August 28, 2005",2005,8,India,IN,Uttar Pradesh,UP,Azamgarh,AZM,,26.07,83.19,EMD,North,2
IND_226,"Friday, May 27, 2005",2005,5,India,IN,Nagaland,NL,Mokokchung,MKC,,26.67,92.86,EMD,North East,1
IND_227,"Thursday, July 28, 2005",2005,7,India,IN,West Bengal,WB,Birbhum,BRB,,24.06,87.23,EMD,East,2
IND_228,"Thursday, July 28, 2005",2005,7,India,IN,Bihar,BR,Madhubani,MDB,,26.35,86.03,EMD,East,2
IND_229,"Thursday, July 28, 2005",2005,7,India,IN,Bihar,BR,Darbhanga,DBG,,26.16,85.91,EMD,East,2
IND_230,"Thursday, July 28, 2005",2005,7,India,IN,Bihar,BR,Muzaffarpur,MZF,,26.12,85.38,EMD,East,2
IND_231,"Thursday, July 28, 2005",2005,7,India,IN,Uttarakhand,UT,Nainital,NNT,,29.39,79.45,EMD,North,2
IND_232,"Thursday, July 28, 2005",2005,7,India,IN,Uttarakhand,UT,Haridwar,HRD,,29.93,78.11,EMD,North,2
IND_233,"Thursday, July 28, 2005",2005,7,India,IN,Uttarakhand,UT,Dehradun,DHD,,30.33,77.95,EMD,North,2
IND_234,"Thursday, July 28, 2005",2005,7,India,IN,Uttarakhand,UT,Uttarkashi,UTK,,30.73,78.43,EMD,North,2
IND_235,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Dibrugarh,DGH,,27.47,94.88,EMD,North East,1
IND_236,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Sonitpur,SNP,,26.67,92.86,EMD,North East,1
IND_237,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Sivasagar,SVG,,26.67,92.86,EMD,North East,1
IND_238,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Dhemaji,DMJ,,26.67,92.86,EMD,North East,1
IND_239,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Tinsukia,TSK,,27.49,95.35,EMD,North East,1
IND_240,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Karimganj,KMG,,26.67,92.86,EMD,North East,1
IND_241,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Lakhimpur,LKM,,26.84,91.9,EMD,North East,1
IND_242,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Jorhat,JHT,,26.67,92.86,EMD,North East,1
IND_243,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Morigaon,MRG,,26.25,92.33,EMD,North East,1
IND_244,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Dhubri,DHB,,26.02,89.97,EMD,North East,1
IND_245,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Goalpara,GLP,,26.17,90.62,EMD,North East,1
IND_246,"Thursday, July 28, 2005",2005,7,India,IN,Assam,AS,Barpeta,BRP,,26.32,91.01,EMD,North East,1
IND_247,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Bahraich,BHH,,27.58,81.6,EMD,North,2
IND_248,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Shravasti,SVS,,27.51,82.04,EMD,North,2
IND_249,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Banda,BDA,,25.47,80.32,EMD,North,2
IND_250,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Ballia,BLA,,25.88,83.89,EMD,North,2
IND_251,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Lakhimpur Kheri,LKH,,27.94,80.76,EMD,North,2
IND_252,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Kanpur Nagar,KPN,,26.44,80.32,EMD,North,2
IND_253,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Varanasi,VRN,,25.36,83.01,EMD,North,2
IND_254,"Thursday, July 28, 2005",2005,7,India,IN,Uttar Pradesh,UP,Mainpuri,MNP,,27.23,79.03,EMD,North,2
IND_255,"Saturday, July 9, 2005",2005,7,India,IN,Maharashtra,MH,Yavatmal,YTM,,20.39,78.08,EMD,West,0
IND_256,"Wednesday, June 29, 2005",2005,6,India,IN,Himachal Pradesh,HP,Kullu,KLU,,31.95,77.09,EMD,North,2
IND_257,"Wednesday, June 29, 2005",2005,6,India,IN,Himachal Pradesh,HP,Bilaspur,BPH,,31.34,76.75,EMD,North,2
IND_258,"Wednesday, June 29, 2005",2005,6,India,IN,Himachal Pradesh,HP,Mandi,MND,,31.64,76.56,EMD,North,2
IND_259,"Wednesday, June 29, 2005",2005,6,India,IN,Himachal Pradesh,HP,Shimla,SHM,,31.08,77.12,EMD,North,2
IND_260,"Tuesday, September 20, 2005",2005,9,India,IN,Chhattisgarh,CT,Rajnandgaon,RNG,,21.1,81.01,EMD,Central,2
IND_261,"Tuesday, September 20, 2005",2005,9,India,IN,Chhattisgarh,CT,Durg,DRG,,21.19,81.25,EMD,Central,2
IND_262,"Tuesday, September 20, 2005",2005,9,India,IN,Odisha,OR,Baleswar,BLS,,21.49,86.91,EMD,East,2
IND_263,"Tuesday, September 20, 2005",2005,9,India,IN,Odisha,OR,Bhadrak,BDK,,21.06,86.5,EMD,East,2
IND_264,"Tuesday, September 20, 2005",2005,9,India,IN,Odisha,OR,Jajpur,JJP,,20.84,86.33,EMD,East,2
IND_265,"Tuesday, September 20, 2005",2005,9,India,IN,Maharashtra,MH,Bhandara,BHN,,21.18,79.62,EMD,West,2
IND_266,"Tuesday, September 20, 2005",2005,9,India,IN,Maharashtra,MH,Gondia,GIA,,21.47,80.15,EMD,West,2
IND_267,"Tuesday, September 20, 2005",2005,9,India,IN,Maharashtra,MH,Nagpur,NGP,,21.16,79.0,EMD,West,0
IND_268,"Tuesday, September 20, 2005",2005,9,India,IN,Madhya Pradesh,MP,Balaghat,BGT,,21.82,80.19,EMD,Central,2
IND_269,"Tuesday, September 20, 2005",2005,9,India,IN,Madhya Pradesh,MP,Katni,KTN,,23.83,80.39,EMD,Central,2
IND_270,"Tuesday, September 20, 2005",2005,9,India,IN,Madhya Pradesh,MP,Jabalpur,JBP,,23.18,79.96,EMD,Central,2
IND_271,"Tuesday, September 20, 2005",2005,9,India,IN,Madhya Pradesh,MP,Seoni,SNI,,22.09,79.55,EMD,Central,2
IND_272,"Tuesday, October 11, 2005",2005,10,India,IN,Gujarat,GJ,Surat,SRT,,21.17,72.83,EMD,West,0
IND_273,"Tuesday, October 11, 2005",2005,10,India,IN,Gujarat,GJ,Vadodara,VDD,,22.29,73.21,EMD,West,0
IND_274,"Tuesday, October 11, 2005",2005,10,India,IN,Gujarat,GJ,Bhavnagar,BVN,,21.76,72.15,EMD,West,0
IND_275,"Tuesday, October 11, 2005",2005,10,India,IN,Gujarat,GJ,Panchmahals,PMH,,22.7,73.43,EMD,West,0
IND_276,"Tuesday, October 11, 2005",2005,10,India,IN,Gujarat,GJ,Narmada,NMD,,21.69,73.46,EMD,West,0
IND_277,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Surat,SRT,,21.17,72.83,EMD,West,0
IND_278,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Valsad,VLS,,20.6,72.93,EMD,West,0
IND_279,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Navsari,NVS,,20.95,72.95,EMD,West,0
IND_280,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Bharuch,BHR,,21.71,73.0,EMD,West,0
IND_281,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Vadodara,VDD,,22.29,73.21,EMD,West,0
IND_282,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Surendranagar,SDN,,22.73,71.64,EMD,West,0
IND_283,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Dang,DNG,,20.82,73.5,EMD,West,0
IND_284,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Ahmedabad,AMD,,23.02,72.57,EMD,West,0
IND_285,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Anand,AND,,22.54,72.92,EMD,West,0
IND_286,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Kheda,KHD,,22.48,70.07,EMD,West,0
IND_287,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Amreli,AMR,,21.61,71.19,EMD,West,0
IND_288,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Bhavnagar,BVN,,21.76,72.15,EMD,West,0
IND_289,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Junagadh,JNG,,21.52,70.46,EMD,West,0
IND_290,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Rajkot,RJK,,22.3,70.81,EMD,West,0
IND_291,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Narmada,NMD,,21.69,73.46,EMD,West,0
IND_292,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Jamnagar,JMN,,22.48,70.07,EMD,West,0
IND_293,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Gandhinagar,GDN,,23.22,72.64,EMD,West,0
IND_294,"Friday, July 15, 2005",2005,7,India,IN,Gujarat,GJ,Sabarkantha,SBK,,23.85,72.99,EMD,West,0
IND_295,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Ashoknagar,AKN,,24.57,77.71,EMD,Central,2
IND_296,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Chhatarpur,CTR,,28.5,77.18,EMD,Central,2
IND_297,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Damoh,DMH,,23.82,79.46,EMD,Central,2
IND_298,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Jabalpur,JBP,,23.18,79.96,EMD,Central,2
IND_299,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Katni,KTN,,23.83,80.39,EMD,Central,2
IND_300,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Narsinghpur,NSP,,22.95,79.2,EMD,Central,2
IND_301,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Panna,PAN,,24.72,80.19,EMD,Central,2
IND_302,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Rewa,RWA,,24.54,81.3,EMD,Central,2
IND_303,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Sagar,SGR,,23.84,78.75,EMD,Central,2
IND_304,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Satna,STN,,24.57,80.83,EMD,Central,2
IND_305,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Adilabad,ALD,,19.66,78.5,EMD,South,0
IND_306,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Hyderabad,HDR,,17.41,78.24,EMD,South,0
IND_307,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Karimnagar,KMN,,18.44,79.13,EMD,South,0
IND_308,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Khammam,KMM,,17.25,80.15,EMD,South,0
IND_309,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD,South,0
IND_310,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Medak,MDK,,18.05,78.25,EMD,South,0
IND_311,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Nalgonda,NAL,,17.06,79.24,EMD,South,0
IND_312,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Nizamabad,NZM,,18.68,78.06,EMD,South,0
IND_313,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Rangareddy,RGR,,17.13,78.05,EMD,South,0
IND_314,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Warangal,WRG,,17.95,79.59,EMD,South,0
IND_315,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,East Godavari,EGD,,17.37,81.08,EMD,South,0
IND_316,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Guntur,GTR,,16.31,80.44,EMD,South,0
IND_317,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD,South,0
IND_318,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Potti Sriramulu Nellore,PSN,,14.29,79.01,EMD,South,0
IND_319,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Prakasam,PKS,,15.64,78.95,EMD,South,0
IND_320,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Srikakulam,SKM,,18.3,83.85,EMD,South,0
IND_321,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Visakhapatnam,VSK,,17.74,83.22,EMD,South,0
IND_322,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Vizianagaram,VZN,,18.11,83.4,EMD,South,0
IND_323,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,West Godavari,WGD,,16.92,81.34,EMD,South,0
IND_324,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,Purba Medinipur,PBM,,22.05,87.29,EMD,East,2
IND_325,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,South 24 Parganas,SPG,,22.07,88.89,EMD,East,1
IND_326,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,Purba Bardhaman,PBB,,23.23,87.86,EMD,East,2
IND_327,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,Nadia,NIA,,23.48,87.81,EMD,East,2
IND_328,"Monday, October 24, 2005",2005,10,India,IN,Odisha,OR,Baleswar,BLS,,21.49,86.91,EMD,East,2
IND_329,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Salem,SLM,,11.65,78.05,EMD,South,0
IND_330,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Namakkal,NMK,,11.22,78.17,EMD,South,0
IND_331,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Karur,KRR,,10.97,78.03,EMD,South,0
IND_332,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Erode,ERD,,11.35,77.68,EMD,South,0
IND_333,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Tiruchirappalli,TCP,,10.8,78.67,EMD,South,0
IND_334,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Vellore,VLR,,12.92,79.12,EMD,South,0
IND_335,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Perambalur,PMB,,11.29,78.9,EMD,South,0
IND_336,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Nagapattinam,NPT,,10.78,79.83,EMD,South,0
IND_337,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Kanyakumari,KNK,,8.09,77.54,EMD,South,0
IND_338,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Dharamapuri,DRP,,12.13,78.13,EMD,South,0
IND_339,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Madurai,MDR,,9.92,78.05,EMD,South,0
IND_340,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Villupuram,VLP,,11.95,79.5,EMD,South,0
IND_341,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Chennai,CHN,,13.06,80.13,EMD,South,0
IND_342,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Cuddalore,CLR,,11.76,79.77,EMD,South,0
IND_343,"Sunday, November 13, 2005",2005,11,India,IN,Puducherry,PY,Karaikal,KKL,,10.92,79.82,EMD,East,0
IND_344,"Sunday, November 13, 2005",2005,11,India,IN,Karnataka,KA,Bengaluru Rural,BNR,,13.18,77.24,EMD,South,0
IND_345,"Sunday, November 13, 2005",2005,11,India,IN,Karnataka,KA,Bengaluru Urban,BNU,,12.95,77.48,EMD,South,0
IND_346,"Sunday, November 13, 2005",2005,11,India,IN,Karnataka,KA,Mysuru,MYS,,12.3,76.64,EMD,South,0
IND_347,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Potti Sriramulu Nellore,PSN,,14.29,79.01,EMD,South,0
IND_348,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Chittoor,CHT,,13.22,79.1,EMD,South,0
IND_349,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Visakhapatnam,VSK,,17.74,83.22,EMD,South,0
IND_350,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Srikakulam,SKM,,18.3,83.85,EMD,South,0
IND_351,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Vizianagaram,VZN,,18.11,83.4,EMD,South,0
IND_352,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Kadapa,KDP,,14.47,78.79,EMD,South,0
IND_353,"Saturday, July 8, 2006",2006,7,India,IN,Odisha,OR,Gajapati,GJP,,19.19,84.19,EMD,East,2
IND_354,"Saturday, July 8, 2006",2006,7,India,IN,Odisha,OR,Rayagada,RYG,,19.17,83.42,EMD,East,2
IND_355,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Adilabad,ALD,,19.66,78.5,EMD,South,0
IND_356,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Hyderabad,HDR,,17.41,78.24,EMD,South,0
IND_357,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Karimnagar,KMN,,18.44,79.13,EMD,South,0
IND_358,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Khammam,KMM,,17.25,80.15,EMD,South,0
IND_359,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD,South,0
IND_360,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Medak,MDK,,18.05,78.25,EMD,South,0
IND_361,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Nalgonda,NAL,,17.06,79.24,EMD,South,0
IND_362,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Nizamabad,NZM,,18.68,78.06,EMD,South,0
IND_363,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Rangareddy,RGR,,17.13,78.05,EMD,South,0
IND_364,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Warangal,WRG,,17.95,79.59,EMD,South,0
IND_365,"Tuesday, April 18, 2006",2006,4,India,IN,Andhra Pradesh,AP,Srikakulam,SKM,,18.3,83.85,EMD,South,0
IND_366,"Tuesday, April 18, 2006",2006,4,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD,South,0
IND_367,"Tuesday, June 27, 2006",2006,6,India,IN,Uttar Pradesh,UP,Ballia,BLA,,25.88,83.89,EMD,North,2
IND_368,"Tuesday, June 27, 2006",2006,6,India,IN,Uttar Pradesh,UP,Chandauli,CDL,,25.26,83.25,EMD,North,2
IND_369,"Friday, July 7, 2006",2006,7,India,IN,Gujarat,GJ,Navsari,NVS,,20.95,72.95,EMD,West,0
IND_370,"Friday, July 7, 2006",2006,7,India,IN,Gujarat,GJ,Dang,DNG,,20.82,73.5,EMD,West,0
IND_371,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Barmer,BRM,,25.76,71.36,EMD,North,0
IND_372,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Jaisalmer,JSM,,26.9,70.85,EMD,North,2
IND_373,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Kota,KTA,,25.21,75.87,EMD,North,2
IND_374,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Udaipur,UPR,,24.61,73.63,EMD,North,0
IND_375,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Balrampur,BLM,,27.43,82.18,EMD,North,2
IND_376,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Bahraich,BHH,,27.58,81.6,EMD,North,2
IND_377,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Lakhimpur Kheri,LKH,,27.94,80.76,EMD,North,2
IND_378,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Shravasti,SVS,,27.51,82.04,EMD,North,2
IND_379,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Gonda,GND,,27.14,81.96,EMD,North,2
IND_380,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Barabanki,BBK,,26.94,81.19,EMD,North,2
IND_381,"Friday, August 3, 2007",2007,8,India,IN,Tripura,TR,South Tripura,STR,Amarpur,23.19,91.38,EMD,North East,1
IND_382,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Ananthapuramu,ATP,Anantapur,14.66,77.57,EMD,South,0
IND_383,"Sunday, October 7, 2007",2007,10,India,IN,Andhra Pradesh,AP,Ananthapuramu,ATP,Anantapur,14.66,77.57,EMD,South,0
IND_384,"Friday, August 3, 2007",2007,8,India,IN,Tripura,TR,West Tripura,WTP,Sonamura,23.92,91.25,EMD,North East,1
IND_385,"Friday, August 3, 2007",2007,8,India,IN,Tripura,TR,South Tripura,STR,Udaipur,23.19,91.38,EMD,North East,1
IND_386,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Kurnool,KNL,,15.83,78.04,EMD,South,0
IND_387,"Wednesday, July 4, 2007",2007,7,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD,South,0
IND_388,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Guntur,GTR,,16.31,80.44,EMD,South,0
IND_389,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Prakasam,PKS,,15.64,78.95,EMD,South,0
IND_390,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,East Godavari,EGD,,17.37,81.08,EMD,South,0
IND_391,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,West Godavari,WGD,,16.92,81.34,EMD,South,0
IND_392,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Kadapa,KDP,,14.47,78.79,EMD,South,0
IND_393,"Wednesday, July 4, 2007",2007,7,India,IN,Kerala,KL,Thrissur,THS,,10.51,76.14,EMD,South,0
IND_394,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Belagavi,BGV,,15.85,74.5,EMD,South,0
IND_395,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Vijayapura,VJP,,16.83,75.71,EMD,South,0
IND_396,"Wednesday, July 4, 2007",2007,7,India ,IN,Karnataka,KA,Bagalkote,BGK,,16.17,75.66,EMD,South,0
IND_397,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Kodagu,KGU,,12.39,75.44,EMD,South,0
IND_398,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Hassan,HSN,,13.01,76.08,EMD,South,0
IND_399,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Mysuru,MYS,,12.3,76.64,EMD,South,0
IND_400,"Wednesday, July 4, 2007",2007,7,India,IN,Maharashtra,MH,Mumbai,MMB,,19.12,72.8,EMD,West,0
IND_401,"Wednesday, July 4, 2007",2007,7,India,IN,Maharashtra,MH,Pune,PNE,,18.51,73.87,EMD,West,0
IND_402,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Baleswar,BLS,,21.49,86.91,EMD,East,2
IND_403,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Kendrapara,KDR,,20.5,86.42,EMD,East,2
IND_404,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Bhadrak,BDK,,21.06,86.5,EMD,East,2
IND_405,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Jagatsinghpur,JSH,,20.26,86.17,EMD,East,2
IND_406,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Jajpur,JJP,,20.84,86.33,EMD,East,2
IND_407,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Mayurbhanj,MYB,,21.91,85.76,EMD,East,2
IND_408,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Khordha,KRD,,20.18,85.67,EMD,East,2
IND_409,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Cuttack,CTK,,20.46,85.88,EMD,East,2
