Id,Date,Year,Month,Country,Country_code,State_or_UT,State_Code,District,Dist_Code,Place,lat_new,lon_new,Source
IND_303,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Sagar,SGR,,23.84,78.75,EMD
IND_304,"Friday, July 15, 2005",2005,7,India,IN,Madhya Pradesh,MP,Satna,STN,,24.57,80.83,EMD
IND_305,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Adilabad,ALD,,19.66,78.50,EMD
IND_306,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Hyderabad,HDR,,17.41,78.24,EMD
IND_307,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Karimnagar,KMN,,18.44,79.13,EMD
IND_308,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Khammam,KMM,,17.25,80.15,EMD
IND_309,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD
IND_310,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Medak,MDK,,18.05,78.25,EMD
IND_311,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Nalgonda,NAL,,17.06,79.24,EMD
IND_312,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Nizamabad,NZM,,18.68,78.06,EMD
IND_313,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Rangareddy,RGR,,17.13,78.05,EMD
IND_314,"Sunday, July 10, 2005",2005,7,India,IN,Telangana,TG,Warangal,WRG,,17.95,79.59,EMD
IND_315,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,East Godavari,EGD,,17.37,81.08,EMD
IND_316,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Guntur,GTR,,16.31,80.44,EMD
IND_317,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD
IND_318,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Potti Sriramulu Nellore,PSN,,14.29,79.01,EMD
IND_319,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Prakasam,PKS,,15.64,78.95,EMD
IND_320,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Srikakulam,SKM,,18.30,83.85,EMD
IND_321,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Visakhapatnam,VSK,,17.74,83.22,EMD
IND_322,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,Vizianagaram,VZN,,18.11,83.4,EMD
IND_323,"Sunday, July 10, 2005",2005,7,India,IN,Andhra Pradesh,AP,West Godavari,WGD,,16.92,81.34,EMD
IND_324,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,Purba Medinipur,PBM,,22.05,87.29,EMD
IND_325,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,South 24 Parganas,SPG,,22.07,88.89,EMD
IND_326,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,Purba Bardhaman,PBB,,23.23,87.86,EMD
IND_327,"Monday, October 24, 2005",2005,10,India,IN,West Bengal,WB,Nadia,NIA,,23.48,87.81,EMD
IND_328,"Monday, October 24, 2005",2005,10,India,IN,Odisha,OR,Baleswar,BLS,,21.49,86.91,EMD
IND_329,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Salem,SLM,,11.65,78.05,EMD
IND_330,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Namakkal,NMK,,11.22,78.17,EMD
IND_331,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Karur,KRR,,10.97,78.03,EMD
IND_332,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Erode,ERD,,11.35,77.68,EMD
IND_333,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Tiruchirappalli,TCP,,10.8,78.67,EMD
IND_334,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Vellore,VLR,,12.92,79.12,EMD
IND_335,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Perambalur,PMB,,11.29,78.90,EMD
IND_336,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Nagapattinam,NPT,,10.78,79.83,EMD
IND_337,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Kanyakumari,KNK,,8.09,77.54,EMD
IND_338,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Dharamapuri,DRP,,12.13,78.13,EMD
IND_339,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Madurai,MDR,,9.92,78.05,EMD
IND_340,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Villupuram,VLP,,11.95,79.50,EMD
IND_341,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Chennai,CHN,,13.06,80.13,EMD
IND_342,"Sunday, November 13, 2005",2005,11,India,IN,Tamil Nadu,TN,Cuddalore,CLR,,11.76,79.77,EMD
IND_343,"Sunday, November 13, 2005",2005,11,India,IN,Puducherry,PY,Karaikal,KKL,,10.92,79.82,EMD
IND_344,"Sunday, November 13, 2005",2005,11,India,IN,Karnataka,KA,Bengaluru Rural,BNR,,13.18,77.24,EMD
IND_345,"Sunday, November 13, 2005",2005,11,India,IN,Karnataka,KA,Bengaluru Urban,BNU,,12.95,77.48,EMD
IND_346,"Sunday, November 13, 2005",2005,11,India,IN,Karnataka,KA,Mysuru,MYS,,12.3,76.64,EMD
IND_347,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Potti Sriramulu Nellore,PSN,,14.29,79.01,EMD
IND_348,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Chittoor,CHT,,13.22,79.10,EMD
IND_349,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Visakhapatnam,VSK,,17.74,83.22,EMD
IND_350,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Srikakulam,SKM,,18.30,83.85,EMD
IND_351,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Vizianagaram,VZN,,18.11,83.4,EMD
IND_352,"Sunday, November 13, 2005",2005,11,India,IN,Andhra Pradesh,AP,Kadapa,KDP,,14.47,78.79,EMD
IND_353,"Saturday, July 8, 2006",2006,7,India,IN,Odisha,OR,Gajapati,GJP,,19.19,84.19,EMD
IND_354,"Saturday, July 8, 2006",2006,7,India,IN,Odisha,OR,Rayagada,RYG,,19.17,83.42,EMD
IND_355,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Adilabad,ALD,,19.66,78.50,EMD
IND_356,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Hyderabad,HDR,,17.41,78.24,EMD
IND_357,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Karimnagar,KMN,,18.44,79.13,EMD
IND_358,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Khammam,KMM,,17.25,80.15,EMD
IND_359,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD
IND_360,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Medak,MDK,,18.05,78.25,EMD
IND_361,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Nalgonda,NAL,,17.06,79.24,EMD
IND_362,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Nizamabad,NZM,,18.68,78.06,EMD
IND_363,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Rangareddy,RGR,,17.13,78.05,EMD
IND_364,"Tuesday, April 18, 2006",2006,4,India,IN,Telangana,TG,Warangal,WRG,,17.95,79.59,EMD
IND_365,"Tuesday, April 18, 2006",2006,4,India,IN,Andhra Pradesh,AP,Srikakulam,SKM,,18.30,83.85,EMD
IND_366,"Tuesday, April 18, 2006",2006,4,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD
IND_367,"Tuesday, June 27, 2006",2006,6,India,IN,Uttar Pradesh,UP,Ballia,BLA,,25.88,83.89,EMD
IND_368,"Tuesday, June 27, 2006",2006,6,India,IN,Uttar Pradesh,UP,Chandauli,CDL,,25.26,83.25,EMD
IND_369,"Friday, July 7, 2006",2006,7,India,IN,Gujarat,GJ,Navsari,NVS,,20.95,72.95,EMD
IND_370,"Friday, July 7, 2006",2006,7,India,IN,Gujarat,GJ,Dang,DNG,,20.82,73.50,EMD
IND_371,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Barmer,BRM,,25.76,71.36,EMD
IND_372,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Jaisalmer,JSM,,26.90,70.85,EMD
IND_373,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Kota,KTA,,25.21,75.87,EMD
IND_374,"Saturday, September 2, 2006",2006,9,India,IN,Rajasthan,RJ,Udaipur,UPR,,24.61,73.63,EMD
IND_375,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Balrampur,BLM,,27.43,82.18,EMD
IND_376,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Bahraich,BHH,,27.58,81.60,EMD
IND_377,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Lakhimpur Kheri,LKH,,27.94,80.76,EMD
IND_378,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Shravasti,SVS,,27.51,82.04,EMD
IND_379,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Gonda,GND,,27.14,81.96,EMD
IND_380,"Monday, September 4, 2006",2006,9,India,IN,Uttar Pradesh,UP,Barabanki,BBK,,26.94,81.19,EMD
IND_381,"Friday, August 3, 2007",2007,8,India,IN,Tripura,TR,South Tripura,STR,Amarpur,23.19,91.38,EMD
IND_382,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Ananthapuramu,ATP,Anantapur,14.66,77.57,EMD
IND_383,"Sunday, October 7, 2007",2007,10,India,IN,Andhra Pradesh,AP,Ananthapuramu,ATP,Anantapur,14.66,77.57,EMD
IND_384,"Friday, August 3, 2007",2007,8,India,IN,Tripura,TR,West Tripura,WTP,Sonamura,23.92,91.25,EMD
IND_385,"Friday, August 3, 2007",2007,8,India,IN,Tripura,TR,South Tripura,STR,Udaipur,23.19,91.38,EMD
IND_386,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Kurnool,KNL,,15.83,78.04,EMD
IND_387,"Wednesday, July 4, 2007",2007,7,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD
IND_388,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Guntur,GTR,,16.31,80.44,EMD
IND_389,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Prakasam,PKS,,15.64,78.95,EMD
IND_390,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,East Godavari,EGD,,17.37,81.08,EMD
IND_391,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,West Godavari,WGD,,16.92,81.34,EMD
IND_392,"Wednesday, July 4, 2007",2007,7,India,IN,Andhra Pradesh,AP,Kadapa,KDP,,14.47,78.79,EMD
IND_393,"Wednesday, July 4, 2007",2007,7,India,IN,Kerala,KL,Thrissur,THS,,10.51,76.14,EMD
IND_394,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Belagavi,BGV,,15.85,74.5,EMD
IND_395,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Vijayapura,VJP,,16.83,75.71,EMD
IND_396,"Wednesday, July 4, 2007",2007,7,India ,IN,Karnataka,KA,Bagalkote,BGK,,16.17,75.66,EMD
IND_397,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Kodagu,KGU,,12.39,75.44,EMD
IND_398,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Hassan,HSN,,13.01,76.08,EMD
IND_399,"Wednesday, July 4, 2007",2007,7,India,IN,Karnataka,KA,Mysuru,MYS,,12.3,76.64,EMD
IND_400,"Wednesday, July 4, 2007",2007,7,India,IN,Maharashtra,MH,Mumbai,MMB,,19.12,72.80,EMD
IND_401,"Wednesday, July 4, 2007",2007,7,India,IN,Maharashtra,MH,Pune,PNE,,18.51,73.87,EMD
IND_402,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Baleswar,BLS,,21.49,86.91,EMD
IND_403,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Kendrapara,KDR,,20.50,86.42,EMD
IND_404,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Bhadrak,BDK,,21.06,86.5,EMD
IND_405,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Jagatsinghpur,JSH,,20.26,86.17,EMD
IND_406,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Jajpur,JJP,,20.84,86.33,EMD
IND_407,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Mayurbhanj,MYB,,21.91,85.76,EMD
IND_408,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Khordha,KRD,,20.18,85.67,EMD
IND_409,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Cuttack,CTK,,20.46,85.88,EMD
IND_410,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Puri,PRI,,19.81,85.80,EMD
IND_411,"Wednesday, October 3, 2007",2007,10,India,IN,Odisha,OR,Kandhamal,KDM,,20.13,84.02,EMD
IND_412,"Wednesday, October 3, 2007",2007,10,India,IN,West Bengal,WB,Kolkata,KOL,,22.57,88.36,EMD
IND_413,"Wednesday, October 3, 2007",2007,10,India,IN,West Bengal,WB,South 24 Parganas,SPG,,22.07,88.89,EMD
IND_414,"Wednesday, October 3, 2007",2007,10,India,IN,West Bengal,WB,Purba Medinipur,PBM,,22.05,87.29,EMD
IND_415,"Wednesday, October 3, 2007",2007,10,India,IN,West Bengal,WB,Paschim Medinipur,PCM,,22.43,87.28,EMD
IND_416,"Wednesday, October 3, 2007",2007,10,India,IN,West Bengal,WB,Hooghly,HGL,,22.89,88.38,EMD
IND_417,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Lakhimpur,LKM,,26.84,91.90,EMD
IND_418,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Dhemaji,DMJ,,27.48,94.53,EMD
IND_419,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Cachar,CCR,,24.75,92.51,EMD
IND_420,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Karimganj,KMG,,24.87,92.36,EMD
IND_421,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Hailakandi,HLK,,24.68,92.52,EMD
IND_422,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Darrang,DRN,,26.44,92.05,EMD
IND_423,"Tuesday, June 26, 2007",2007,6,India,IN,Assam,AS,Dibrugarh,DGH,,27.47,94.88,EMD
IND_424,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Junagadh,JNG,,21.52,70.46,EMD
IND_425,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Amreli,AMR,,21.61,71.19,EMD
IND_426,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Bhavnagar,BVN,,21.76,72.15,EMD
IND_427,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Jamnagar,JMN,,22.48,70.07,EMD
IND_428,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Porbandar,PBD,,21.64,69.63,EMD
IND_429,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Rajkot,RJK,,22.3,70.81,EMD
IND_430,"Friday, July 13, 2007",2007,7,India,IN,Gujarat,GJ,Surendranagar,SDN,,22.73,71.64,EMD
IND_431,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Amravati,AMV,,20.90,77.69,EMD
IND_432,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Mumbai,MMB,,19.12,72.80,EMD
IND_433,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Mumbai Suburban,MBS,,19.16,72.78,EMD
IND_434,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Raigad,RGD,,18.49,72.59,EMD
IND_435,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Ratnagiri,RTG,,17.00,73.33,EMD
IND_436,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Sindhudurg,SDD,,16.13,73.10,EMD
IND_437,"Friday, July 6, 2007",2007,7,India,IN,Maharashtra,MH,Thane,THN,,19.21,72.91,EMD
IND_438,"Friday, July 13, 2007",2007,7,India,IN,Chhattisgarh,CT,Raipur,RPR,,21.26,81.57,EMD
IND_439,"Friday, July 13, 2007",2007,7,India,IN,Chhattisgarh,CT,Bilaspur (CG),BSP,,22.08,82.13,EMD
IND_440,"Friday, July 13, 2007",2007,7,India,IN,Chhattisgarh,CT,Mahasamund,MSM,,21.11,82.09,EMD
IND_441,"Friday, July 13, 2007",2007,7,India,IN,Chhattisgarh,CT,Durg,DRG,,21.19,81.25,EMD
IND_442,"Sunday, October 7, 2007",2007,10,India,IN,Andhra Pradesh,AP,Kurnool,KNL,,15.83,78.04,EMD
IND_443,"Sunday, October 7, 2007",2007,10,India,IN,Andhra Pradesh,AP,Kadapa,KDP,,14.47,78.79,EMD
IND_444,"Sunday, October 7, 2007",2007,10,India,IN,Telangana,TG,Warangal,WRG,,17.95,79.59,EMD
IND_445,"Sunday, October 7, 2007",2007,10,India,IN,Telangana,TG,Nalgonda,NAL,,17.06,79.24,EMD
IND_446,"Sunday, October 7, 2007",2007,10,India,IN,Telangana,TG,Karimnagar,KMN,,18.44,79.13,EMD
IND_447,"Sunday, October 7, 2007",2007,10,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD
IND_448,"Sunday, October 7, 2007",2007,10,India,IN,Andhra Pradesh,AP,Potti Sriramulu Nellore,PSN,,14.29,79.01,EMD
IND_449,"Sunday, October 7, 2007",2007,10,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD
IND_450,"Sunday, October 7, 2007",2007,10,India ,IN,Karnataka,KA,Gadag,GDG,,15.43,75.64,EMD
IND_451,"Monday, August 27, 2007",2007,8,India,IN,Odisha,OR,Cuttack,CTK,,20.46,85.88,EMD
IND_452,"Monday, August 27, 2007",2007,8,India,IN,Odisha,OR,Puri,PRI,,19.81,85.80,EMD
IND_453,"Monday, August 27, 2007",2007,8,India,IN,Odisha,OR,Khordha,KRD,,20.18,85.67,EMD
IND_454,"Monday, August 27, 2007",2007,8,India,IN,Odisha,OR,Jajpur,JJP,,20.84,86.33,EMD
IND_455,"Monday, August 27, 2007",2007,8,India,IN,Odisha,OR,Jagatsinghpur,JSH,,20.26,86.17,EMD
IND_456,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Tirunelveli,TNV, Tirunelveli Kattabo,8.72,77.66,EMD
IND_457,"Monday, July 21, 2008",2008,7,India,IN,Assam,AS,Sonitpur,SNP,,26.67,92.86,EMD
IND_458,"Monday, July 21, 2008",2008,7,India,IN,Assam,AS,Lakhimpur,LKM,,26.84,91.90,EMD
IND_459,"Monday, July 21, 2008",2008,7,India,IN,Assam,AS,Dhemaji,DMJ,,26.67,92.86,EMD
IND_460,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Muzaffarpur,MZF,,26.67,92.86,EMD
IND_461,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Supaul,SPL,,26.12,86.59,EMD
IND_462,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Patna,PTA,,25.61,85.06,EMD
IND_463,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Katihar,KHR,,25.55,87.56,EMD
IND_464,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Nalanda,NLD,,25.2,85.27,EMD
IND_465,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Araria,ARR,,26.14,87.45,EMD
IND_466,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,West Champaran,WCP,,27.08,83.76,EMD
IND_467,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Sheikhpura,SKP,,25.14,85.85,EMD
IND_468,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Saharsa,SHS,,25.89,86.62,EMD
IND_469,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Purnea,PNA,,25.77,87.45,EMD
IND_470,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Saran,SRN,,26.05,84.62,EMD
IND_471,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Begusarai,BGS,,25.42,86.11,EMD
IND_472,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Bhagalpur,BGP,,25.19,86.74,EMD
IND_473,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Madhepura,MDP,,25.92,86.79,EMD
IND_474,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Vaishali,VSH,,25.74,85.02,EMD
IND_475,"Monday, September 8, 2008",2008,9,India,IN,Bihar,BR,Khagaria,KGR,,25.51,86.48,EMD
IND_476,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Tiruvallur,TVL,,13.12,79.9,EMD
IND_477,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Thoothukudi,TTK,,8.78,78.08,EMD
IND_478,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Villupuram,VLP,,11.95,79.50,EMD
IND_479,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Ramanthapuram,RTP,,9.37,78.83,EMD
IND_480,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Pudukkottai,PDK,,10.38,78.78,EMD
IND_481,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Kanyakumari,KNK,,8.09,77.54,EMD
IND_482,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Nagapattinam,NPT,,10.78,79.83,EMD
IND_483,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Cuddalore,CLR,,11.76,79.77,EMD
IND_484,"Thursday, December 4, 2008",2008,12,India,IN,Tamil Nadu,TN,Chennai,CHN,,13.06,80.13,EMD
IND_485,"Thursday, December 4, 2008",2008,12,India,IN,Puducherry,PY,Karaikal,KKL,,10.92,79.82,EMD
IND_486,"Thursday, September 11, 2008",2008,9,India,IN,Telangana,TG,Khammam,KMM,,17.25,80.15,EMD
IND_487,"Thursday, September 11, 2008",2008,9,India,IN,Andhra Pradesh,AP,West Godavari,WGD,,16.92,81.34,EMD
IND_488,"Thursday, September 11, 2008",2008,9,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD
IND_489,"Thursday, September 11, 2008",2008,9,India,IN,Andhra Pradesh,AP,Guntur,GTR,,16.31,80.44,EMD
IND_490,"Friday, August 8, 2008",2008,8,India,IN,Uttar Pradesh,UP,Lakhimpur Kheri,LKH,,27.94,80.76,EMD
IND_491,"Friday, August 8, 2008",2008,8,India,IN,Assam,AS,Lakhimpur,LKM,,26.84,91.90,EMD
IND_492,"Friday, August 8, 2008",2008,8,India,IN,Assam,AS,Jorhat,JHT,,26.75,94.2,EMD
IND_493,"Monday, October 12, 2009",2009,10,India,IN,Andhra Pradesh,AP,Ananthapuramu,ATP,Anantapur,14.66,77.57,EMD
IND_494,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Belagavi,BGV,Belgaum,15.85,74.5,EMD
IND_495,"Sunday, November 8, 2009",2009,11,India,IN,Tamil Nadu,TN,The Niligiris,NLG,Coonoor,11.45,76.46,EMD
IND_496,"Sunday, November 8, 2009",2009,11,India,IN,Tamil Nadu,TN,The Niligiris,NLG,Ooty,11.45,76.46,EMD
IND_497,"Friday, October 9, 2009",2009,10,India,IN,Meghalaya,ML,West Jaintia,WJT,,25.48,92.12,EMD
IND_498,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Kalaburagi,KLB,,17.33,76.75,EMD
IND_499,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Bijapur,BJR,,16.84,75.73,EMD
IND_500,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Raichur,RCR,,16.21,77.36,EMD
IND_501,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Dharwad,DHW,,15.46,74.95,EMD
IND_502,"Monday, October 12, 2009",2009,10,India ,IN,Karnataka,KA,Bagalkote,BGK,,16.17,75.66,EMD
IND_503,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Bellary,BRY,,15.13,76.90,EMD
IND_504,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Koppal,KPL,,15.36,76.16,EMD
IND_505,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Haveri,HVR,,14.80,75.40,EMD
IND_506,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Bidar,BDR,,17.91,77.50,EMD
IND_507,"Monday, October 12, 2009",2009,10,India ,IN,Karnataka,KA,Gadag,GDG,,15.43,75.64,EMD
IND_508,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Davanagere,DVG,,14.46,75.92,EMD
IND_509,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Uttara Kannada,UKN,,14.83,74.62,EMD
IND_510,"Monday, October 12, 2009",2009,10,India,IN,Karnataka,KA,Dakshina Kannada,DKN,,12.80,75.30,EMD
IND_511,"Monday, October 12, 2009",2009,10,India,IN,Andhra Pradesh,AP,Kurnool,KNL,,15.83,78.04,EMD
IND_512,"Monday, October 12, 2009",2009,10,India,IN,Telangana,TG,Mahabubnagar,MHB,,16.75,77.98,EMD
IND_513,"Monday, October 12, 2009",2009,10,India,IN,Telangana,TG,Karimnagar,KMN,,18.44,79.13,EMD
IND_514,"Monday, October 12, 2009",2009,10,India,IN,Andhra Pradesh,AP,Krishna,KSH,,16.42,80.11,EMD
IND_515,"Monday, October 12, 2009",2009,10,India,IN,Andhra Pradesh,AP,YSR,YSR,,14.47,78.82,EMD
IND_516,"Monday, October 12, 2009",2009,10,India,IN,Andhra Pradesh,AP,Guntur,GTR,,16.31,80.44,EMD
IND_517,"Monday, October 12, 2009",2009,10,India,IN,Telangana,TG,Khammam,KMM,,17.25,80.15,EMD
IND_518,"Monday, October 12, 2009",2009,10,India,IN,Telangana,TG,Nalgonda,NAL,,17.06,79.24,EMD
IND_519,"Friday, August 28, 2009",2009,8,India,IN,Bihar,BR,Darbhanga,DBG,,26.16,85.91,EMD
IND_520,"Friday, August 28, 2009",2009,8,India,IN,Bihar,BR,Purnea,PNA,,25.77,87.45,EMD
IND_521,"Friday, August 28, 2009",2009,8,India,IN,Bihar,BR,Sitamarhi,SMH,,26.58,85.46,EMD
IND_522,"Friday, August 28, 2009",2009,8,India,IN,Bihar,BR,Saharsa,SHS,,25.89,86.62,EMD
IND_523,"Friday, August 28, 2009",2009,8,India,IN,Bihar,BR,Madhubani,MDB,,26.35,86.03,EMD
IND_524,"Monday, November 15, 2010",2010,11,India ,IN,Tamil Nadu,TN,Tirunelveli,TNV, Tirunelveli Kattabo,8.72,77.66,EMD
